"ID"	"Description"	"pvalue"	"p.adjust"	"Sign"
"GO:1903555"	"regulation of tumor necrosis factor superfamily cytokine production"	8.6260911248143e-09	6.61841070027419e-07	NA
"GO:0030241"	"skeletal muscle myosin thick filament assembly"	1.10050380508697e-08	8.12504035717984e-07	NA
"GO:0071688"	"striated muscle myosin thick filament assembly"	1.10050380508697e-08	8.12504035717984e-07	NA
"GO:0071706"	"tumor necrosis factor superfamily cytokine production"	1.15809709068282e-08	8.39191465896645e-07	NA
"GO:0031032"	"actomyosin structure organization"	1.60145096837615e-08	1.1393595707738e-06	NA
"GO:0055007"	"cardiac muscle cell differentiation"	1.82644834919287e-08	1.27623078399852e-06	NA
"GO:0043062"	"extracellular structure organization"	1.96963921353815e-08	1.35214004255698e-06	NA
"GO:0007159"	"leukocyte cell-cell adhesion"	2.16006388651905e-08	1.4238680120081e-06	NA
"GO:0050663"	"cytokine secretion"	2.16387217771987e-08	1.4238680120081e-06	NA
"GO:0031034"	"myosin filament assembly"	2.18328854384069e-08	1.4238680120081e-06	NA
"GO:0009611"	"response to wounding"	2.48058650012001e-08	1.5912352417983e-06	NA
"GO:0071675"	"regulation of mononuclear cell migration"	3.0218680818264e-08	1.90718867809463e-06	NA
"GO:0002793"	"positive regulation of peptide secretion"	3.39123974031658e-08	2.10633668315219e-06	NA
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	3.93826137425044e-08	2.40787761835031e-06	NA
"GO:0048247"	"lymphocyte chemotaxis"	4.16441088973073e-08	2.47447914668121e-06	NA
"GO:0010959"	"regulation of metal ion transport"	4.1736678681564e-08	2.47447914668121e-06	NA
"GO:0002697"	"regulation of immune effector process"	4.33353356681483e-08	2.53091296223081e-06	NA
"GO:0006937"	"regulation of muscle contraction"	4.52717475137099e-08	2.60512276501686e-06	NA
"GO:0001818"	"negative regulation of cytokine production"	4.78720431662027e-08	2.71483050593263e-06	NA
"GO:1903532"	"positive regulation of secretion by cell"	5.52865635130607e-08	3.09051890038009e-06	NA
"GO:0050848"	"regulation of calcium-mediated signaling"	6.39196558036555e-08	3.52278328393949e-06	NA
"GO:0031033"	"myosin filament organization"	6.75176074739757e-08	3.60769447325722e-06	NA
"GO:0071347"	"cellular response to interleukin-1"	6.91309549313201e-08	3.60769447325722e-06	NA
"GO:0032635"	"interleukin-6 production"	6.91482457179381e-08	3.60769447325722e-06	NA
"GO:0032680"	"regulation of tumor necrosis factor production"	6.91482457179381e-08	3.60769447325722e-06	NA
"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	7.38251216748494e-08	3.80102238307481e-06	NA
"GO:0032640"	"tumor necrosis factor production"	8.48725849503296e-08	4.31307045338493e-06	NA
"GO:0072677"	"eosinophil migration"	1.01147627478107e-07	5.07423931181837e-06	NA
"GO:0003009"	"skeletal muscle contraction"	1.18596266053473e-07	5.81181072686827e-06	NA
"GO:0014706"	"striated muscle tissue development"	1.18820561755549e-07	5.81181072686827e-06	NA
"GO:0070371"	"ERK1 and ERK2 cascade"	1.5448246673417e-07	7.46283817692356e-06	NA
"GO:0050729"	"positive regulation of inflammatory response"	1.8994016499005e-07	9.06385201958617e-06	NA
"GO:0072593"	"reactive oxygen species metabolic process"	2.0061936346529e-07	9.45811529204434e-06	NA
"GO:0050707"	"regulation of cytokine secretion"	2.07781731868384e-07	9.6791656762022e-06	NA
"GO:0001906"	"cell killing"	2.22152540413714e-07	1.01400765115918e-05	NA
"GO:0051149"	"positive regulation of muscle cell differentiation"	2.22858824430589e-07	1.01400765115918e-05	NA
"GO:0007517"	"muscle organ development"	2.549425270936e-07	1.14665529714627e-05	NA
"GO:0032675"	"regulation of interleukin-6 production"	3.29585017105289e-07	1.45841336912071e-05	NA
"GO:0008015"	"blood circulation"	3.31711704195613e-07	1.45841336912071e-05	NA
"GO:0050714"	"positive regulation of protein secretion"	3.38455725135733e-07	1.4715302805068e-05	NA
"GO:0097242"	"amyloid-beta clearance"	3.4252783444042e-07	1.47286968809381e-05	NA
"GO:0070555"	"response to interleukin-1"	3.94154453756915e-07	1.67644171472914e-05	NA
"GO:0051153"	"regulation of striated muscle cell differentiation"	4.13084604532859e-07	1.73806457799686e-05	NA
"GO:0051896"	"regulation of protein kinase B signaling"	4.287011157395e-07	1.78458241051985e-05	NA
"GO:0022407"	"regulation of cell-cell adhesion"	4.42731302289038e-07	1.81577513617156e-05	NA
"GO:0014902"	"myotube differentiation"	4.45475116464273e-07	1.81577513617156e-05	NA
"GO:0003013"	"circulatory system process"	4.53607837685861e-07	1.82986336996369e-05	NA
"GO:1903557"	"positive regulation of tumor necrosis factor superfamily cytokine production"	4.72304139996552e-07	1.88584295898623e-05	NA
"GO:0042110"	"T cell activation"	4.82424506755035e-07	1.90679504538631e-05	NA
"GO:0048739"	"cardiac muscle fiber development"	5.06649436164725e-07	1.98251924371257e-05	NA
"GO:0072676"	"lymphocyte migration"	5.16178889341969e-07	1.99980989504468e-05	NA
"GO:0007015"	"actin filament organization"	5.4618354525731e-07	2.09531001234495e-05	NA
"GO:0030198"	"extracellular matrix organization"	6.21539293154797e-07	2.33579343387464e-05	NA
"GO:0051155"	"positive regulation of striated muscle cell differentiation"	6.22488586126983e-07	2.33579343387464e-05	NA
"GO:0051147"	"regulation of muscle cell differentiation"	6.26778202291943e-07	2.33579343387464e-05	NA
"GO:0031341"	"regulation of cell killing"	6.90729608933794e-07	2.54983486769617e-05	NA
"GO:0043270"	"positive regulation of ion transport"	7.07865982537747e-07	2.58867251371047e-05	NA
"GO:0045933"	"positive regulation of muscle contraction"	7.69549018365574e-07	2.78819010080045e-05	NA
"GO:0001959"	"regulation of cytokine-mediated signaling pathway"	9.34737657923771e-07	3.3556224361979e-05	NA
"GO:0045088"	"regulation of innate immune response"	1.03759605085417e-06	3.69101213362941e-05	NA
"GO:0070661"	"leukocyte proliferation"	1.08357950426145e-06	3.81986180195952e-05	NA
"GO:1903037"	"regulation of leukocyte cell-cell adhesion"	1.12718940715533e-06	3.93811799124893e-05	NA
"GO:0048245"	"eosinophil chemotaxis"	1.23904962227605e-06	4.29062050616477e-05	NA
"GO:0030574"	"collagen catabolic process"	1.32566188385684e-06	4.55027627327354e-05	NA
"GO:0002274"	"myeloid leukocyte activation"	1.36510500510994e-06	4.64491816086538e-05	NA
"GO:0050879"	"multicellular organismal movement"	1.4583831531504e-06	4.87748143442522e-05	NA
"GO:0050881"	"musculoskeletal movement"	1.4583831531504e-06	4.87748143442522e-05	NA
"GO:1901652"	"response to peptide"	1.48582340976055e-06	4.92714152745171e-05	NA
"GO:0051222"	"positive regulation of protein transport"	1.61930581068818e-06	5.32465851867466e-05	NA
"GO:0043030"	"regulation of macrophage activation"	1.64471731487408e-06	5.36314904425189e-05	NA
"GO:0034612"	"response to tumor necrosis factor"	1.78460967636361e-06	5.77122120959571e-05	NA
"GO:0010831"	"positive regulation of myotube differentiation"	1.84816799902452e-06	5.82806877581382e-05	NA
"GO:1904645"	"response to amyloid-beta"	1.84816799902452e-06	5.82806877581382e-05	NA
"GO:0070391"	"response to lipoteichoic acid"	1.86176487855029e-06	5.82806877581382e-05	NA
"GO:0071223"	"cellular response to lipoteichoic acid"	1.86176487855029e-06	5.82806877581382e-05	NA
"GO:0002699"	"positive regulation of immune effector process"	2.00039726674304e-06	6.212344845052e-05	NA
"GO:0060759"	"regulation of response to cytokine stimulus"	2.02475693013957e-06	6.23848336034343e-05	NA
"GO:0043491"	"protein kinase B signaling"	2.59306274811321e-06	7.92707385419295e-05	NA
"GO:0006979"	"response to oxidative stress"	2.68725872436898e-06	8.15135146391924e-05	NA
"GO:1904951"	"positive regulation of establishment of protein localization"	2.88661320630265e-06	8.60546389189712e-05	NA
"GO:0010830"	"regulation of myotube differentiation"	2.90233728606046e-06	8.60546389189712e-05	NA
"GO:0097278"	"complement-dependent cytotoxicity"	2.90294207444523e-06	8.60546389189712e-05	NA
"GO:0034764"	"positive regulation of transmembrane transport"	3.34777704683091e-06	9.84951246936042e-05	NA
"GO:0007596"	"blood coagulation"	3.63413063946427e-06	0.00010608500195919	NA
"GO:0045089"	"positive regulation of innate immune response"	3.65997323396133e-06	0.00010608500195919	NA
"GO:0060048"	"cardiac muscle contraction"	3.80687410694674e-06	0.000109531605738843	NA
"GO:0043277"	"apoptotic cell clearance"	3.9165104044158e-06	0.000111863541696927	NA
"GO:0007599"	"hemostasis"	4.07310209958555e-06	0.000113988290388658	NA
"GO:0031214"	"biomineral tissue development"	4.07310209958555e-06	0.000113988290388658	NA
"GO:0010575"	"positive regulation of vascular endothelial growth factor production"	4.07829303716129e-06	0.000113988290388658	NA
"GO:0050817"	"coagulation"	4.30933211799445e-06	0.00011959160693413	NA
"GO:0002673"	"regulation of acute inflammatory response"	4.4117712154867e-06	0.000121572258916898	NA
"GO:0032760"	"positive regulation of tumor necrosis factor production"	4.67213676417784e-06	0.000127846651456139	NA
"GO:0071356"	"cellular response to tumor necrosis factor"	5.09074804006442e-06	0.000138334007505362	NA
"GO:0007162"	"negative regulation of cell adhesion"	5.27859782383786e-06	0.000142449332997776	NA
"GO:0002237"	"response to molecule of bacterial origin"	5.55913462597359e-06	0.000148992423229004	NA
"GO:1904018"	"positive regulation of vasculature development"	6.30211296757825e-06	0.000167756245184583	NA
"GO:0032412"	"regulation of ion transmembrane transporter activity"	6.39107086030889e-06	0.000168974731597221	NA
"GO:0043271"	"negative regulation of ion transport"	7.02838971575702e-06	0.000184577778239981	NA
"GO:0002703"	"regulation of leukocyte mediated immunity"	7.84341786960767e-06	0.000204608627491832	NA
"GO:1901342"	"regulation of vasculature development"	8.02645209943268e-06	0.000207996735530332	NA
"GO:0001960"	"negative regulation of cytokine-mediated signaling pathway"	8.55029893246558e-06	0.000220113945544328	NA
"GO:0002532"	"production of molecular mediator involved in inflammatory response"	8.61012236323302e-06	0.000220205286322424	NA
"GO:0150077"	"regulation of neuroinflammatory response"	8.82669957913228e-06	0.00022335272663563	NA
"GO:0022898"	"regulation of transmembrane transporter activity"	8.84734797559996e-06	0.00022335272663563	NA
"GO:0032692"	"negative regulation of interleukin-1 production"	1.05071117680291e-05	0.000263553386848063	NA
"GO:0048738"	"cardiac muscle tissue development"	1.11982817547507e-05	0.0002791011242442	NA
"GO:0001659"	"temperature homeostasis"	1.22675440302399e-05	0.000303815821457777	NA
"GO:0010574"	"regulation of vascular endothelial growth factor production"	1.24272828392577e-05	0.000305836212264248	NA
"GO:0045765"	"regulation of angiogenesis"	1.26299700647574e-05	0.00030696318548693	NA
"GO:0046651"	"lymphocyte proliferation"	1.26299700647574e-05	0.00030696318548693	NA
"GO:0032409"	"regulation of transporter activity"	1.30541168141017e-05	0.000315313327738147	NA
"GO:0032943"	"mononuclear cell proliferation"	1.35292334829476e-05	0.000324075058757643	NA
"GO:0060761"	"negative regulation of response to cytokine stimulus"	1.35824967125616e-05	0.000324075058757643	NA
"GO:0002695"	"negative regulation of leukocyte activation"	1.41788382831292e-05	0.00033625329819324	NA
"GO:0032496"	"response to lipopolysaccharide"	1.43322775131954e-05	0.000337844589814057	NA
"GO:1904646"	"cellular response to amyloid-beta"	1.4610585084439e-05	0.000342342631349759	NA
"GO:0030449"	"regulation of complement activation"	1.53994535649566e-05	0.000358678939283782	NA
"GO:0050867"	"positive regulation of cell activation"	1.62835185384151e-05	0.00037613575885754	NA
"GO:0045766"	"positive regulation of angiogenesis"	1.63411906480403e-05	0.00037613575885754	NA
"GO:0002691"	"regulation of cellular extravasation"	1.70816356594017e-05	0.000387281468396669	NA
"GO:0010573"	"vascular endothelial growth factor production"	1.70816356594017e-05	0.000387281468396669	NA
"GO:0022408"	"negative regulation of cell-cell adhesion"	1.71223342787181e-05	0.000387281468396669	NA
"GO:0051924"	"regulation of calcium ion transport"	1.75876763376128e-05	0.000395520560397005	NA
"GO:0050715"	"positive regulation of cytokine secretion"	1.80727703647187e-05	0.00040410714535511	NA
"GO:0030282"	"bone mineralization"	1.91990875665471e-05	0.000426852441181242	NA
"GO:2000257"	"regulation of protein activation cascade"	1.99818548353541e-05	0.000441745751247123	NA
"GO:0062013"	"positive regulation of small molecule metabolic process"	2.00997127143237e-05	0.000441854920512072	NA
"GO:0048771"	"tissue remodeling"	2.25175867448073e-05	0.000492241994035926	NA
"GO:0019835"	"cytolysis"	2.29917076094715e-05	0.000499814177088122	NA
"GO:0006816"	"calcium ion transport"	2.35690839986061e-05	0.000509534948544452	NA
"GO:0050777"	"negative regulation of immune response"	2.47382914554361e-05	0.000531873266291876	NA
"GO:0032642"	"regulation of chemokine production"	2.50798582035621e-05	0.000534699624118496	NA
"GO:0071222"	"cellular response to lipopolysaccharide"	2.51430439145932e-05	0.000534699624118496	NA
"GO:0007204"	"positive regulation of cytosolic calcium ion concentration"	2.61202821742735e-05	0.000552479265664498	NA
"GO:1903409"	"reactive oxygen species biosynthetic process"	2.77623537438759e-05	0.000584054248385948	NA
"GO:0042116"	"macrophage activation"	2.90835450359066e-05	0.000605339955986715	NA
"GO:0060415"	"muscle tissue morphogenesis"	2.90835450359066e-05	0.000605339955986715	NA
"GO:0002920"	"regulation of humoral immune response"	3.03795105898055e-05	0.000628968385914861	NA
"GO:2000377"	"regulation of reactive oxygen species metabolic process"	3.19349698547587e-05	0.000657692300219321	NA
"GO:0071219"	"cellular response to molecule of bacterial origin"	3.30842723923319e-05	0.000677794543828245	NA
"GO:0031589"	"cell-substrate adhesion"	3.35002123333735e-05	0.000681202997193078	NA
"GO:0032602"	"chemokine production"	3.35988189262111e-05	0.000681202997193078	NA
"GO:0032722"	"positive regulation of chemokine production"	3.37758945506695e-05	0.000681263275137989	NA
"GO:0030100"	"regulation of endocytosis"	3.42157286903791e-05	0.00068659562238694	NA
"GO:0002761"	"regulation of myeloid leukocyte differentiation"	3.50869297347611e-05	0.000700485490061837	NA
"GO:0050866"	"negative regulation of cell activation"	3.62463927858987e-05	0.000716323913996068	NA
"GO:0051224"	"negative regulation of protein transport"	3.62463927858987e-05	0.000716323913996068	NA
"GO:1904062"	"regulation of cation transmembrane transport"	3.67042177320427e-05	0.000721726653193382	NA
"GO:0070206"	"protein trimerization"	3.70257426837863e-05	0.000724408655608279	NA
"GO:0045445"	"myoblast differentiation"	3.86749045964606e-05	0.00075290995863657	NA
"GO:1902105"	"regulation of leukocyte differentiation"	3.90844699927798e-05	0.0007571164905037	NA
"GO:0042098"	"T cell proliferation"	3.93892759132102e-05	0.000759262249499465	NA
"GO:0002523"	"leukocyte migration involved in inflammatory response"	3.97405125314744e-05	0.000762277576155192	NA
"GO:0030098"	"lymphocyte differentiation"	4.22159242265163e-05	0.000805809324382236	NA
"GO:0002696"	"positive regulation of leukocyte activation"	4.31033868234857e-05	0.000818755109904366	NA
"GO:0002886"	"regulation of myeloid leukocyte mediated immunity"	4.42773085647349e-05	0.000822411770466383	NA
"GO:0045123"	"cellular extravasation"	4.42773085647349e-05	0.000822411770466383	NA
"GO:1903708"	"positive regulation of hemopoiesis"	4.45390809979541e-05	0.000822411770466383	NA
"GO:1904950"	"negative regulation of establishment of protein localization"	4.45390809979541e-05	0.000822411770466383	NA
"GO:0070207"	"protein homotrimerization"	4.47671114514029e-05	0.000822411770466383	NA
"GO:0070884"	"regulation of calcineurin-NFAT signaling cascade"	4.47671114514029e-05	0.000822411770466383	NA
"GO:0106056"	"regulation of calcineurin-mediated signaling"	4.47671114514029e-05	0.000822411770466383	NA
"GO:0060047"	"heart contraction"	4.63786562241749e-05	0.000848035896285964	NA
"GO:0010743"	"regulation of macrophage derived foam cell differentiation"	4.87116474190559e-05	0.000886551983026818	NA
"GO:1903038"	"negative regulation of leukocyte cell-cell adhesion"	4.90559701003184e-05	0.000888685236122898	NA
"GO:0002444"	"myeloid leukocyte mediated immunity"	5.07221942933851e-05	0.000902163392136436	NA
"GO:0032755"	"positive regulation of interleukin-6 production"	5.07221942933851e-05	0.000902163392136436	NA
"GO:0048644"	"muscle organ morphogenesis"	5.07221942933851e-05	0.000902163392136436	NA
"GO:0070167"	"regulation of biomineral tissue development"	5.07221942933851e-05	0.000902163392136436	NA
"GO:0050863"	"regulation of T cell activation"	5.39676430587107e-05	0.000955544738863055	NA
"GO:1903706"	"regulation of hemopoiesis"	5.67312168303997e-05	0.000999349378854275	NA
"GO:1902622"	"regulation of neutrophil migration"	5.69524435176344e-05	0.000999349378854275	NA
"GO:0031343"	"positive regulation of cell killing"	5.7807881615154e-05	0.00100983143196472	NA
"GO:0045807"	"positive regulation of endocytosis"	5.85028982564101e-05	0.00101743040389926	NA
"GO:0051048"	"negative regulation of secretion"	6.16538110542631e-05	0.00106748390555456	NA
"GO:0045785"	"positive regulation of cell adhesion"	6.29997431974637e-05	0.00108598235740826	NA
"GO:0034767"	"positive regulation of ion transmembrane transport"	6.39424925714818e-05	0.00109739900628161	NA
"GO:0003015"	"heart process"	6.60635689299095e-05	0.00112885041581981	NA
"GO:0002705"	"positive regulation of leukocyte mediated immunity"	6.68181765517623e-05	0.00113664095909531	NA
"GO:0071216"	"cellular response to biotic stimulus"	6.71004501791508e-05	0.00113664095909531	NA
"GO:0032612"	"interleukin-1 production"	6.9937948010253e-05	0.00116951790839368	NA
"GO:0050764"	"regulation of phagocytosis"	6.9937948010253e-05	0.00116951790839368	NA
"GO:0051897"	"positive regulation of protein kinase B signaling"	6.9937948010253e-05	0.00116951790839368	NA
"GO:0034765"	"regulation of ion transmembrane transport"	7.04722529660625e-05	0.00117343798236682	NA
"GO:0014068"	"positive regulation of phosphatidylinositol 3-kinase signaling"	7.30824989409151e-05	0.00121174499303305	NA
"GO:0030336"	"negative regulation of cell migration"	7.55542095785168e-05	0.00124744144337863	NA
"GO:1903659"	"regulation of complement-dependent cytotoxicity"	7.65630037988924e-05	0.00125878585657591	NA
"GO:0070838"	"divalent metal ion transport"	7.93303285473082e-05	0.00129882667617413	NA
"GO:0002888"	"positive regulation of myeloid leukocyte mediated immunity"	7.98509226002561e-05	0.00130190275056167	NA
"GO:0072511"	"divalent inorganic cation transport"	8.51003899566174e-05	0.00138171204611983	NA
"GO:0045670"	"regulation of osteoclast differentiation"	8.54521633429588e-05	0.00138171204611983	NA
"GO:0051235"	"maintenance of location"	8.79726509353657e-05	0.00141661309921846	NA
"GO:0071407"	"cellular response to organic cyclic compound"	9.77510469189903e-05	0.00156226668998834	NA
"GO:0010742"	"macrophage derived foam cell differentiation"	9.98125920002772e-05	0.00156226668998834	NA
"GO:0030194"	"positive regulation of blood coagulation"	9.98125920002772e-05	0.00156226668998834	NA
"GO:0043567"	"regulation of insulin-like growth factor receptor signaling pathway"	9.98125920002772e-05	0.00156226668998834	NA
"GO:0050832"	"defense response to fungus"	9.98125920002772e-05	0.00156226668998834	NA
"GO:0071677"	"positive regulation of mononuclear cell migration"	9.98125920002772e-05	0.00156226668998834	NA
"GO:1900048"	"positive regulation of hemostasis"	9.98125920002772e-05	0.00156226668998834	NA
"GO:0030316"	"osteoclast differentiation"	0.000100449936548098	0.00156597849287931	NA
"GO:0051480"	"regulation of cytosolic calcium ion concentration"	0.000101726651871611	0.00157958884433974	NA
"GO:0032963"	"collagen metabolic process"	0.000106453280221836	0.00164644934983416	NA
"GO:0006809"	"nitric oxide biosynthetic process"	0.000107074835687857	0.0016495426458527	NA
"GO:0035690"	"cellular response to drug"	0.000110094606958435	0.0016894125373661	NA
"GO:1903531"	"negative regulation of secretion by cell"	0.00011062812841998	0.00169096822854446	NA
"GO:2000146"	"negative regulation of cell motility"	0.000115117411186315	0.00175274097265389	NA
"GO:0070168"	"negative regulation of biomineral tissue development"	0.000117049645785679	0.00175484775463357	NA
"GO:0090025"	"regulation of monocyte chemotaxis"	0.000117049645785679	0.00175484775463357	NA
"GO:0090077"	"foam cell differentiation"	0.000117049645785679	0.00175484775463357	NA
"GO:1905523"	"positive regulation of macrophage migration"	0.000117049645785679	0.00175484775463357	NA
"GO:0031663"	"lipopolysaccharide-mediated signaling pathway"	0.000120693895898121	0.00179572324961729	NA
"GO:0033173"	"calcineurin-NFAT signaling cascade"	0.000120693895898121	0.00179572324961729	NA
"GO:0006909"	"phagocytosis"	0.000131503050224975	0.00194913422549366	NA
"GO:0042391"	"regulation of membrane potential"	0.000132580719353388	0.00195699424526378	NA
"GO:0071622"	"regulation of granulocyte chemotaxis"	0.000133033598068021	0.00195699424526378	NA
"GO:0050901"	"leukocyte tethering or rolling"	0.000136345611972995	0.0019909014366383	NA
"GO:0070663"	"regulation of leukocyte proliferation"	0.000136356142350898	0.0019909014366383	NA
"GO:1901653"	"cellular response to peptide"	0.000138641104163744	0.00201673844086517	NA
"GO:0050709"	"negative regulation of protein secretion"	0.00013922920815361	0.00201779219075954	NA
"GO:0030500"	"regulation of bone mineralization"	0.000142430870217771	0.0020490146880961	NA
"GO:0046209"	"nitric oxide metabolic process"	0.000142430870217771	0.0020490146880961	NA
"GO:0010744"	"positive regulation of macrophage derived foam cell differentiation"	0.000148205899880762	0.00210119451533848	NA
"GO:0035630"	"bone mineralization involved in bone maturation"	0.000148205899880762	0.00210119451533848	NA
"GO:0060346"	"bone trabecula formation"	0.000148205899880762	0.00210119451533848	NA
"GO:0071639"	"positive regulation of monocyte chemotactic protein-1 production"	0.000148205899880762	0.00210119451533848	NA
"GO:0071346"	"cellular response to interferon-gamma"	0.000148904638862399	0.00210347960963382	NA
"GO:0050820"	"positive regulation of coagulation"	0.000157842562077279	0.00222171922808775	NA
"GO:0043268"	"positive regulation of potassium ion transport"	0.000160590006703478	0.0022442453436811	NA
"GO:0097720"	"calcineurin-mediated signaling"	0.000160590006703478	0.0022442453436811	NA
"GO:0051090"	"regulation of DNA-binding transcription factor activity"	0.000165520779878756	0.00230492103795577	NA
"GO:0050679"	"positive regulation of epithelial cell proliferation"	0.000170109079647782	0.00236041428603466	NA
"GO:0048015"	"phosphatidylinositol-mediated signaling"	0.000173996229092732	0.00240509830888299	NA
"GO:0006942"	"regulation of striated muscle contraction"	0.000174558630136153	0.00240509830888299	NA
"GO:1904705"	"regulation of vascular smooth muscle cell proliferation"	0.000175903288994198	0.00240667681760243	NA
"GO:1990874"	"vascular smooth muscle cell proliferation"	0.000175903288994198	0.00240667681760243	NA
"GO:0070296"	"sarcoplasmic reticulum calcium ion transport"	0.000181685100076983	0.00247712124251301	NA
"GO:0000302"	"response to reactive oxygen species"	0.000183337062012749	0.00249096501269406	NA
"GO:1904063"	"negative regulation of cation transmembrane transport"	0.000186452881404321	0.00251582801701761	NA
"GO:2001057"	"reactive nitrogen species metabolic process"	0.000186452881404321	0.00251582801701761	NA
"GO:1904064"	"positive regulation of cation transmembrane transport"	0.000189766413504459	0.00255173874928848	NA
"GO:0042268"	"regulation of cytolysis"	0.000196167648405039	0.00261980890173692	NA
"GO:0051280"	"negative regulation of release of sequestered calcium ion into cytosol"	0.000196167648405039	0.00261980890173692	NA
"GO:0007160"	"cell-matrix adhesion"	0.000197410884750902	0.00262742825693037	NA
"GO:0048017"	"inositol lipid-mediated signaling"	0.000198081097826337	0.00262742825693037	NA
"GO:0042542"	"response to hydrogen peroxide"	0.000204139888992136	0.00269864657306158	NA
