"ID"	"Description"	"pvalue"	"p.adjust"	"Sign"
"GO:0002548"	"monocyte chemotaxis"	3.60250217007849e-15	3.70320848074205e-13	-1
"GO:0050729"	"positive regulation of inflammatory response"	7.51535946238958e-15	7.55377129964179e-13	-1
"GO:0002688"	"regulation of leukocyte chemotaxis"	8.11833487652846e-15	7.982441010117e-13	-1
"GO:0150076"	"neuroinflammatory response"	1.96330686624894e-14	1.88936956511573e-12	-1
"GO:0030098"	"lymphocyte differentiation"	2.50220214492555e-14	2.35780422947881e-12	-1
"GO:1903706"	"regulation of hemopoiesis"	5.35892148975142e-14	4.94661263227463e-12	-1
"GO:0051222"	"positive regulation of protein transport"	5.50409183359171e-14	4.96496797279472e-12	-1
"GO:0070663"	"regulation of leukocyte proliferation"	5.59834991405109e-14	4.96496797279472e-12	-1
"GO:0006909"	"phagocytosis"	7.39322515982726e-14	6.43068411498052e-12	-1
"GO:1903555"	"regulation of tumor necrosis factor superfamily cytokine production"	9.55134275470436e-14	8.15107986406186e-12	-1
"GO:0019221"	"cytokine-mediated signaling pathway"	1.00255679121093e-13	8.39734141971673e-12	-1
"GO:1903039"	"positive regulation of leukocyte cell-cell adhesion"	1.16221250422228e-13	9.55761301199526e-12	-1
"GO:1903557"	"positive regulation of tumor necrosis factor superfamily cytokine production"	1.19912075865649e-13	9.68504141322022e-12	-1
"GO:0032755"	"positive regulation of interleukin-6 production"	1.43366302765317e-13	1.13762418843426e-11	-1
"GO:0071706"	"tumor necrosis factor superfamily cytokine production"	1.55927609748434e-13	1.21596651533132e-11	-1
"GO:1904951"	"positive regulation of establishment of protein localization"	1.83935035681529e-13	1.41006468879246e-11	-1
"GO:0002237"	"response to molecule of bacterial origin"	2.48149060171868e-13	1.87063033192893e-11	-1
"GO:0045089"	"positive regulation of innate immune response"	2.53511501586041e-13	1.87972544536666e-11	-1
"GO:0002764"	"immune response-regulating signaling pathway"	3.59233213632346e-13	2.62066423428887e-11	-1
"GO:0002699"	"positive regulation of immune effector process"	3.85253240531753e-13	2.7658736617859e-11	-1
"GO:0002705"	"positive regulation of leukocyte mediated immunity"	5.00441840205665e-13	3.53671631757848e-11	-1
"GO:0070374"	"positive regulation of ERK1 and ERK2 cascade"	5.32139946679155e-13	3.70287535204587e-11	-1
"GO:0022409"	"positive regulation of cell-cell adhesion"	6.39392270312884e-13	4.38177460397754e-11	-1
"GO:0032680"	"regulation of tumor necrosis factor production"	7.50469141398121e-13	5.06622675603537e-11	-1
"GO:0048247"	"lymphocyte chemotaxis"	8.78089472700439e-13	5.80425535603089e-11	-1
"GO:0002757"	"immune response-activating signal transduction"	8.85460136117912e-13	5.80425535603089e-11	-1
"GO:0030217"	"T cell differentiation"	9.03799743051595e-13	5.83983748260338e-11	-1
"GO:0002695"	"negative regulation of leukocyte activation"	9.70464932215132e-13	6.18227167381555e-11	-1
"GO:0050670"	"regulation of lymphocyte proliferation"	1.03718913828232e-12	6.51556454507077e-11	-1
"GO:0032640"	"tumor necrosis factor production"	1.06833504851299e-12	6.61928688277298e-11	-1
"GO:0042098"	"T cell proliferation"	1.21886397711049e-12	7.44989428171723e-11	-1
"GO:0032944"	"regulation of mononuclear cell proliferation"	1.24929856522146e-12	7.53410321399555e-11	-1
"GO:0032760"	"positive regulation of tumor necrosis factor production"	1.43496710110986e-12	8.53994236621042e-11	-1
"GO:0002444"	"myeloid leukocyte mediated immunity"	2.00506191917469e-12	1.17777857927625e-10	-1
"GO:0045785"	"positive regulation of cell adhesion"	2.29134073732658e-12	1.32868386601643e-10	-1
"GO:0050920"	"regulation of chemotaxis"	2.40662099848167e-12	1.37786668052311e-10	-1
"GO:0034341"	"response to interferon-gamma"	4.54833640642686e-12	2.57151569578359e-10	-1
"GO:0002690"	"positive regulation of leukocyte chemotaxis"	5.0897304047378e-12	2.84208032353445e-10	-1
"GO:0001906"	"cell killing"	5.59795581962435e-12	3.08775050880011e-10	-1
"GO:0002526"	"acute inflammatory response"	6.85748752605117e-12	3.73691760003969e-10	-1
"GO:0042116"	"macrophage activation"	7.17543989154723e-12	3.8636326939843e-10	-1
"GO:0050866"	"negative regulation of cell activation"	8.13914562187707e-12	4.33098301738235e-10	-1
"GO:0001818"	"negative regulation of cytokine production"	1.77109634183576e-11	9.31473110944554e-10	-1
"GO:0002673"	"regulation of acute inflammatory response"	2.84612595469197e-11	1.47965835552549e-09	-1
"GO:0002706"	"regulation of lymphocyte mediated immunity"	3.02021500713169e-11	1.55232187241552e-09	-1
"GO:0072677"	"eosinophil migration"	4.95373522613057e-11	2.51749937390883e-09	-1
"GO:1990868"	"response to chemokine"	5.1064666041356e-11	2.53808224730828e-09	-1
"GO:1990869"	"cellular response to chemokine"	5.1064666041356e-11	2.53808224730828e-09	-1
"GO:0050764"	"regulation of phagocytosis"	5.46707959349963e-11	2.68778271754335e-09	-1
"GO:0050921"	"positive regulation of chemotaxis"	6.46484179128251e-11	3.14413757225492e-09	-1
"GO:0032496"	"response to lipopolysaccharide"	8.29946240154133e-11	3.99345408959271e-09	-1
"GO:0070372"	"regulation of ERK1 and ERK2 cascade"	9.35838734195545e-11	4.45557746817521e-09	-1
"GO:0050870"	"positive regulation of T cell activation"	1.11755158034489e-10	5.26529770614578e-09	-1
"GO:0070098"	"chemokine-mediated signaling pathway"	1.14182792295613e-10	5.29138935404596e-09	-1
"GO:0007162"	"negative regulation of cell adhesion"	1.14648719145811e-10	5.29138935404596e-09	-1
"GO:0002675"	"positive regulation of acute inflammatory response"	1.6876870125933e-10	7.7105134928884e-09	-1
"GO:0032722"	"positive regulation of chemokine production"	1.71430660641938e-10	7.75380878083488e-09	-1
"GO:0071219"	"cellular response to molecule of bacterial origin"	1.74109572328478e-10	7.79700589744264e-09	-1
"GO:0042129"	"regulation of T cell proliferation"	1.76100216503929e-10	7.80883607105168e-09	-1
"GO:0071347"	"cellular response to interleukin-1"	1.79301465312196e-10	7.87359735540835e-09	-1
"GO:0070555"	"response to interleukin-1"	2.0268180356433e-10	8.81470959155256e-09	-1
"GO:1903038"	"negative regulation of leukocyte cell-cell adhesion"	2.17263542407634e-10	9.35888573628313e-09	-1
"GO:0071675"	"regulation of mononuclear cell migration"	2.3045528357022e-10	9.83348346781231e-09	-1
"GO:0051250"	"negative regulation of lymphocyte activation"	2.40239524143939e-10	1.01551716607761e-08	-1
"GO:0070371"	"ERK1 and ERK2 cascade"	2.83612690380222e-10	1.18775944313865e-08	-1
"GO:0045123"	"cellular extravasation"	3.06601270509701e-10	1.27225462983062e-08	-1
"GO:0071346"	"cellular response to interferon-gamma"	3.13152718951567e-10	1.28762704347085e-08	-1
"GO:0001660"	"fever generation"	3.19997003518919e-10	1.3039157179424e-08	-1
"GO:0048245"	"eosinophil chemotaxis"	3.28711391816015e-10	1.32746573677128e-08	-1
"GO:0150077"	"regulation of neuroinflammatory response"	3.54374649498229e-10	1.41843941564645e-08	-1
"GO:0045619"	"regulation of lymphocyte differentiation"	5.4125588402556e-10	2.13174310988643e-08	-1
"GO:0002819"	"regulation of adaptive immune response"	5.42008528934201e-10	2.13174310988643e-08	-1
"GO:0003012"	"muscle system process"	5.60216304504519e-10	2.18436064247753e-08	-1
"GO:0071222"	"cellular response to lipopolysaccharide"	5.97028433631214e-10	2.30799966266152e-08	-1
"GO:0002367"	"cytokine production involved in immune response"	6.18381006212843e-10	2.37028583991584e-08	-1
"GO:0002449"	"lymphocyte mediated immunity"	6.71236383831464e-10	2.55126232274766e-08	-1
"GO:1903708"	"positive regulation of hemopoiesis"	6.93651410263656e-10	2.6144877738521e-08	-1
"GO:0071216"	"cellular response to biotic stimulus"	7.37394525973343e-10	2.75639292642763e-08	-1
"GO:0019722"	"calcium-mediated signaling"	7.52371830795337e-10	2.78932605794042e-08	-1
"GO:0022408"	"negative regulation of cell-cell adhesion"	7.71518180119029e-10	2.83705425095802e-08	-1
"GO:1905517"	"macrophage migration"	8.45495612577898e-10	3.08401343200793e-08	-1
"GO:0032642"	"regulation of chemokine production"	8.68642839822161e-10	3.14309725161251e-08	-1
"GO:0030099"	"myeloid cell differentiation"	9.59256753909325e-10	3.44342722058085e-08	-1
"GO:1902107"	"positive regulation of leukocyte differentiation"	1.15303492451966e-09	4.10643855401767e-08	-1
"GO:0002573"	"myeloid leukocyte differentiation"	1.3115839748445e-09	4.6346049361107e-08	-1
"GO:2000379"	"positive regulation of reactive oxygen species metabolic process"	1.33649072983542e-09	4.68600586902759e-08	-1
"GO:0002285"	"lymphocyte activation involved in immune response"	1.40370262403812e-09	4.8838053604034e-08	-1
"GO:0032602"	"chemokine production"	1.53935707479898e-09	5.31489469413418e-08	-1
"GO:0050766"	"positive regulation of phagocytosis"	1.73074644992728e-09	5.93042893410688e-08	-1
"GO:0072604"	"interleukin-6 secretion"	1.74502212729438e-09	5.93438727951314e-08	-1
"GO:0031341"	"regulation of cell killing"	1.79067225545591e-09	6.04418702345305e-08	-1
"GO:0002283"	"neutrophil activation involved in immune response"	2.0494565516989e-09	6.86643850617342e-08	-1
"GO:0050777"	"negative regulation of immune response"	2.66914004589575e-09	8.8768532555783e-08	-1
"GO:0034612"	"response to tumor necrosis factor"	3.06305635252867e-09	1.01125575784578e-07	-1
"GO:0051251"	"positive regulation of lymphocyte activation"	3.15760762453062e-09	1.03491733954725e-07	-1
"GO:0061900"	"glial cell activation"	3.37575997847312e-09	1.09845772536935e-07	-1
"GO:0019932"	"second-messenger-mediated signaling"	3.58972084060046e-09	1.15973624014542e-07	-1
"GO:0002886"	"regulation of myeloid leukocyte mediated immunity"	4.48777015526894e-09	1.43958754697031e-07	-1
"GO:0050868"	"negative regulation of T cell activation"	4.85035529022262e-09	1.54494063223077e-07	-1
"GO:0002718"	"regulation of cytokine production involved in immune response"	4.98061748120396e-09	1.57533796276123e-07	-1
"GO:0010831"	"positive regulation of myotube differentiation"	5.1009299818317e-09	1.60218793804339e-07	-1
"GO:0072593"	"reactive oxygen species metabolic process"	5.27552590937980e-09	1.64560025435344e-07	-1
"GO:0001909"	"leukocyte mediated cytotoxicity"	5.55673638558312e-09	1.72144648438304e-07	-1
"GO:0030100"	"regulation of endocytosis"	5.96300290567591e-09	1.83473892124981e-07	-1
"GO:0002275"	"myeloid cell activation involved in immune response"	6.60688038257268e-09	2.01911621421461e-07	-1
"GO:0002460"	"adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	6.67658216141886e-09	2.02672356483876e-07	-1
"GO:0002822"	"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"	7.00118579137838e-09	2.1110908889603e-07	-1
"GO:0002224"	"toll-like receptor signaling pathway"	7.27160065896103e-09	2.17810925698548e-07	-1
"GO:0002708"	"positive regulation of lymphocyte mediated immunity"	7.42987705430674e-09	2.2108772313572e-07	-1
"GO:0045637"	"regulation of myeloid cell differentiation"	7.84143338285854e-09	2.31809171180844e-07	-1
"GO:0043299"	"leukocyte degranulation"	8.65263807870584e-09	2.54129104090821e-07	-1
"GO:0002761"	"regulation of myeloid leukocyte differentiation"	9.24084759465278e-09	2.69653894649126e-07	-1
"GO:0042119"	"neutrophil activation"	9.91602966352534e-09	2.8750129594952e-07	-1
"GO:0001774"	"microglial cell activation"	1.05230830173853e-08	3.01239901820466e-07	-1
"GO:0002269"	"leukocyte activation involved in inflammatory response"	1.05230830173853e-08	3.01239901820466e-07	-1
"GO:0007229"	"integrin-mediated signaling pathway"	1.29496594787534e-08	3.68352917061031e-07	-1
"GO:0030316"	"osteoclast differentiation"	1.30489831981803e-08	3.68352917061031e-07	-1
"GO:0045807"	"positive regulation of endocytosis"	1.31118327762162e-08	3.68352917061031e-07	-1
"GO:1902622"	"regulation of neutrophil migration"	1.32115071633145e-08	3.68862017899206e-07	-1
"GO:0060143"	"positive regulation of syncytium formation by plasma membrane fusion"	1.3340266029357e-08	3.70171921783938e-07	-1
"GO:0042742"	"defense response to bacterium"	1.43744842126393e-08	3.96437756669314e-07	-1
"GO:0045670"	"regulation of osteoclast differentiation"	1.59748586717017e-08	4.3526678175968e-07	-1
"GO:0051155"	"positive regulation of striated muscle cell differentiation"	1.59748586717017e-08	4.3526678175968e-07	-1
"GO:0048246"	"macrophage chemotaxis"	1.64822532058321e-08	4.464025823352e-07	-1
"GO:0002286"	"T cell activation involved in immune response"	2.26930178494183e-08	6.10955474600708e-07	-1
"GO:0002888"	"positive regulation of myeloid leukocyte mediated immunity"	2.52035998044671e-08	6.74531845654465e-07	-1
"GO:0018108"	"peptidyl-tyrosine phosphorylation"	2.67252904717235e-08	7.11049934138855e-07	-1
"GO:0050671"	"positive regulation of lymphocyte proliferation"	2.75009962034752e-08	7.27409390808878e-07	-1
"GO:0031649"	"heat generation"	2.8199783246275e-08	7.41555928040128e-07	-1
"GO:0002221"	"pattern recognition receptor signaling pathway"	3.02068577671608e-08	7.89743454802707e-07	-1
"GO:0045577"	"regulation of B cell differentiation"	3.03878744377564e-08	7.89910092425129e-07	-1
"GO:0018212"	"peptidyl-tyrosine modification"	3.14500651991063e-08	8.12849399403187e-07	-1
"GO:0032946"	"positive regulation of mononuclear cell proliferation"	3.31516272798212e-08	8.51959148787677e-07	-1
"GO:0002758"	"innate immune response-activating signal transduction"	3.63539636478106e-08	9.28977274457894e-07	-1
"GO:0002218"	"activation of innate immune response"	4.34515120119106e-08	1.10410780241501e-06	-1
"GO:0031343"	"positive regulation of cell killing"	4.38970839313648e-08	1.10919838336069e-06	-1
"GO:0010959"	"regulation of metal ion transport"	4.65414190123761e-08	1.16948243440543e-06	-1
"GO:0036230"	"granulocyte activation"	5.0138797165041e-08	1.24603175592022e-06	-1
"GO:0060142"	"regulation of syncytium formation by plasma membrane fusion"	5.0138797165041e-08	1.24603175592022e-06	-1
"GO:1903409"	"reactive oxygen species biosynthetic process"	5.18924588118029e-08	1.28256607216276e-06	-1
"GO:0051924"	"regulation of calcium ion transport"	5.34161397973441e-08	1.31305000164884e-06	-1
"GO:0031348"	"negative regulation of defense response"	5.46138573818167e-08	1.33523501047544e-06	-1
"GO:0031663"	"lipopolysaccharide-mediated signaling pathway"	5.53294535996371e-08	1.34545762704924e-06	-1
"GO:0032609"	"interferon-gamma production"	5.72792028276022e-08	1.38542157427404e-06	-1
"GO:0006816"	"calcium ion transport"	6.07566758606621e-08	1.46171513254135e-06	-1
"GO:0070665"	"positive regulation of leukocyte proliferation"	6.21903333739309e-08	1.48829035899624e-06	-1
"GO:0071622"	"regulation of granulocyte chemotaxis"	6.65613147466358e-08	1.58450961367913e-06	-1
"GO:0002768"	"immune response-regulating cell surface receptor signaling pathway"	8.43449649479468e-08	1.99734176156839e-06	-1
"GO:0051092"	"positive regulation of NF-kappaB transcription factor activity"	1.01570047406424e-07	2.3927152313503e-06	-1
"GO:0031622"	"positive regulation of fever generation"	1.03902851607766e-07	2.43498755348148e-06	-1
"GO:0070838"	"divalent metal ion transport"	1.14452067679024e-07	2.66838506243414e-06	-1
"GO:0051146"	"striated muscle cell differentiation"	1.15156356802245e-07	2.67103693239258e-06	-1
"GO:0051149"	"positive regulation of muscle cell differentiation"	1.16807148791618e-07	2.68182098469284e-06	-1
"GO:0070664"	"negative regulation of leukocyte proliferation"	1.16807148791618e-07	2.68182098469284e-06	-1
"GO:0051271"	"negative regulation of cellular component movement"	1.21248149748803e-07	2.76972414804969e-06	-1
"GO:0072511"	"divalent inorganic cation transport"	1.29046811009722e-07	2.91523028629979e-06	-1
"GO:0001910"	"regulation of leukocyte mediated cytotoxicity"	1.29551467509675e-07	2.91523028629979e-06	-1
"GO:0019882"	"antigen processing and presentation"	1.29551467509675e-07	2.91523028629979e-06	-1
"GO:0042108"	"positive regulation of cytokine biosynthetic process"	1.4021095035745e-07	3.13947588349873e-06	-1
"GO:0050730"	"regulation of peptidyl-tyrosine phosphorylation"	1.45237854345436e-07	3.236013868002e-06	-1
"GO:0046631"	"alpha-beta T cell activation"	1.68528407088851e-07	3.73653914344546e-06	-1
"GO:0006953"	"acute-phase response"	1.87706318823027e-07	4.12133825260461e-06	-1
"GO:1905521"	"regulation of macrophage migration"	1.87706318823027e-07	4.12133825260461e-06	-1
"GO:0031620"	"regulation of fever generation"	2.0516333617876e-07	4.46131619969487e-06	-1
"GO:0032621"	"interleukin-18 production"	2.0516333617876e-07	4.46131619969487e-06	-1
"GO:0002456"	"T cell mediated immunity"	2.07667582053727e-07	4.49416494559334e-06	-1
"GO:0071356"	"cellular response to tumor necrosis factor"	2.48463014184049e-07	5.35142006264025e-06	-1
"GO:0043030"	"regulation of macrophage activation"	2.53689284364699e-07	5.43808830891722e-06	-1
"GO:0006809"	"nitric oxide biosynthetic process"	2.70636583579401e-07	5.77400597891336e-06	-1
"GO:0051090"	"regulation of DNA-binding transcription factor activity"	2.76269881038668e-07	5.86651958656289e-06	-1
"GO:0042102"	"positive regulation of T cell proliferation"	3.56230401096542e-07	7.5291126362601e-06	-1
"GO:0043302"	"positive regulation of leukocyte degranulation"	3.85622542052995e-07	8.11242212886371e-06	-1
"GO:0045639"	"positive regulation of myeloid cell differentiation"	3.95272065742189e-07	8.27692385811074e-06	-1
"GO:2000146"	"negative regulation of cell motility"	4.35173706374018e-07	9.07046393515983e-06	-1
"GO:0046209"	"nitric oxide metabolic process"	4.41914150925724e-07	9.16870506714244e-06	-1
"GO:0042107"	"cytokine metabolic process"	4.48214282051443e-07	9.25695524072454e-06	-1
"GO:0050848"	"regulation of calcium-mediated signaling"	4.84854712528513e-07	9.96817211257483e-06	-1
"GO:0002446"	"neutrophil mediated immunity"	4.87063234658954e-07	9.9682670152147e-06	-1
"GO:0051153"	"regulation of striated muscle cell differentiation"	4.89841348349391e-07	9.9799658494788e-06	-1
"GO:0002831"	"regulation of response to biotic stimulus"	5.12772092869876e-07	1.04003057221993e-05	-1
"GO:0010830"	"regulation of myotube differentiation"	5.26731092389666e-07	1.06357354057074e-05	-1
"GO:0032612"	"interleukin-1 production"	5.36024230847444e-07	1.07752782049911e-05	-1
"GO:0008015"	"blood circulation"	5.41343779311301e-07	1.08340615655974e-05	-1
"GO:0002700"	"regulation of production of molecular mediator of immune response"	5.54395427731383e-07	1.1046389954313e-05	-1
"GO:2000377"	"regulation of reactive oxygen species metabolic process"	5.82520897290652e-07	1.15558860458141e-05	-1
"GO:0050728"	"negative regulation of inflammatory response"	5.99010770083993e-07	1.18311166510476e-05	-1
"GO:0002691"	"regulation of cellular extravasation"	6.10014293180045e-07	1.19960636871885e-05	-1
"GO:0006936"	"muscle contraction"	6.56205610806759e-07	1.28485626739349e-05	-1
"GO:2001057"	"reactive nitrogen species metabolic process"	7.01516203199216e-07	1.36765421856468e-05	-1
"GO:0050830"	"defense response to Gram-positive bacterium"	7.5397705009088e-07	1.46362154401762e-05	-1
"GO:1902624"	"positive regulation of neutrophil migration"	7.58001984094241e-07	1.46514657011036e-05	-1
"GO:0003013"	"circulatory system process"	7.81711148745706e-07	1.50454447905397e-05	-1
"GO:0042035"	"regulation of cytokine biosynthetic process"	7.91568887788316e-07	1.51066079302386e-05	-1
"GO:0048661"	"positive regulation of smooth muscle cell proliferation"	7.91568887788316e-07	1.51066079302386e-05	-1
"GO:0043300"	"regulation of leukocyte degranulation"	7.95320305520844e-07	1.5114427486852e-05	-1
"GO:1901741"	"positive regulation of myoblast fusion"	8.02114240420386e-07	1.51797602904661e-05	-1
"GO:0001912"	"positive regulation of leukocyte mediated cytotoxicity"	8.75342816463129e-07	1.64965648285947e-05	-1
"GO:0000768"	"syncytium formation by plasma membrane fusion"	9.01172326340882e-07	1.67736725598346e-05	-1
"GO:0006801"	"superoxide metabolic process"	9.01172326340882e-07	1.67736725598346e-05	-1
"GO:0140253"	"cell-cell fusion"	9.01172326340882e-07	1.67736725598346e-05	-1
"GO:0002429"	"immune response-activating cell surface receptor signaling pathway"	9.23278468425721e-07	1.71147070192194e-05	-1
"GO:2000106"	"regulation of leukocyte apoptotic process"	9.55622861096436e-07	1.76419681662824e-05	-1
"GO:0030240"	"skeletal muscle thin filament assembly"	1.00836074714528e-06	1.83903857231375e-05	-1
"GO:0031652"	"positive regulation of heat generation"	1.00836074714528e-06	1.83903857231375e-05	-1
"GO:0032494"	"response to peptidoglycan"	1.00836074714528e-06	1.83903857231375e-05	-1
"GO:0019915"	"lipid storage"	1.02460535720586e-06	1.86116065487635e-05	-1
"GO:0030336"	"negative regulation of cell migration"	1.04087127288738e-06	1.88314430690784e-05	-1
"GO:0032649"	"regulation of interferon-gamma production"	1.04834516037659e-06	1.88910962565071e-05	-1
"GO:0042692"	"muscle cell differentiation"	1.05268803038559e-06	1.88940792120397e-05	-1
"GO:0040013"	"negative regulation of locomotion"	1.1588715572822e-06	2.0617379248632e-05	-1
"GO:0006949"	"syncytium formation"	1.1623771188152e-06	2.0617379248632e-05	-1
"GO:0045576"	"mast cell activation"	1.1623771188152e-06	2.0617379248632e-05	-1
"GO:0006941"	"striated muscle contraction"	1.16944111231021e-06	2.0661649027262e-05	-1
"GO:0032652"	"regulation of interleukin-1 production"	1.2064489850662e-06	2.12325632663596e-05	-1
"GO:0009615"	"response to virus"	1.2139774788828e-06	2.12822485929725e-05	-1
"GO:0045766"	"positive regulation of angiogenesis"	1.2454689779887e-06	2.17500238897409e-05	-1
"GO:0002693"	"positive regulation of cellular extravasation"	1.40955393046032e-06	2.45208170287386e-05	-1
"GO:0032102"	"negative regulation of response to external stimulus"	1.44793352190823e-06	2.50919667417276e-05	-1
"GO:0034113"	"heterotypic cell-cell adhesion"	1.48103341499908e-06	2.55646640321283e-05	-1
"GO:0002292"	"T cell differentiation involved in immune response"	1.48651484422944e-06	2.55646640321283e-05	-1
"GO:0014866"	"skeletal myofibril assembly"	1.54864295765843e-06	2.65189932857066e-05	-1
"GO:0032412"	"regulation of ion transmembrane transporter activity"	1.55373274833346e-06	2.65189932857066e-05	-1
"GO:0042113"	"B cell activation"	1.5696449349121e-06	2.66898648143136e-05	-1
"GO:0043547"	"positive regulation of GTPase activity"	1.63102172827074e-06	2.76296302508186e-05	-1
"GO:1904645"	"response to amyloid-beta"	1.68600590477306e-06	2.84544951764499e-05	-1
"GO:1901342"	"regulation of vasculature development"	1.72475650082955e-06	2.9000273803911e-05	-1
"GO:0010575"	"positive regulation of vascular endothelial growth factor production"	1.83056085920643e-06	3.05521282885264e-05	-1
"GO:1901739"	"regulation of myoblast fusion"	1.83056085920643e-06	3.05521282885264e-05	-1
"GO:0002291"	"T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell"	1.91078375176911e-06	3.17738048134252e-05	-1
"GO:1901224"	"positive regulation of NIK/NF-kappaB signaling"	2.11791665526924e-06	3.50891466365669e-05	-1
"GO:0031650"	"regulation of heat generation"	2.29347657294978e-06	3.75847628241009e-05	-1
"GO:0061430"	"bone trabecula morphogenesis"	2.29347657294978e-06	3.75847628241009e-05	-1
"GO:0090197"	"positive regulation of chemokine secretion"	2.29347657294978e-06	3.75847628241009e-05	-1
"GO:0042089"	"cytokine biosynthetic process"	2.3094926998469e-06	3.77105974058033e-05	-1
"GO:0043271"	"negative regulation of ion transport"	2.33150119278889e-06	3.7933021204979e-05	-1
"GO:0090025"	"regulation of monocyte chemotaxis"	2.34879458138102e-06	3.79414210413798e-05	-1
"GO:1905523"	"positive regulation of macrophage migration"	2.34879458138102e-06	3.79414210413798e-05	-1
"GO:0022898"	"regulation of transmembrane transporter activity"	2.36106439456485e-06	3.80038941516613e-05	-1
"GO:0043270"	"positive regulation of ion transport"	2.70195368626015e-06	4.33366543367187e-05	-1
"GO:0045730"	"respiratory burst"	2.98063273282312e-06	4.76374623694664e-05	-1
